Name#Short description#Type (try to be aligned with previous name in the list when possible)#Type1#Type2#Type3#Type4#Subscription mode (completely free, freemium, company account, only paid subscriptions)#URL/Site#Tested by you or your University? (Add acronym if yes, leave empty if no)#Other comments#Platform (GNU/Linux, MacOS, Windows, Web based, iOS, Android)#Asignee
Socrative#Interactive web-based student-response system#Feedback/Evaluation#feedback#evaluation###Freemium#https://www.socrative.com/#UAH (Elisa); UAH (Javi); UAH (Rosa)#Allow the generation of sets of questions to be posed to students interactively#Web#JaviMaciasG
Kahoot#Interactive web-based student-response system#Evaluation#feedback#evaluation###Freemium#https://kahoot.com/#UAH (Elisa, Soraya); UA (Romeu); UA (Paulo); HTW (Xenia, Frank); TUL (Gertruda, Monika); UAH (Rosa)#Allow the generation of sets of questions to be posed to students interactively. Note it has a limitation in the question length.#Web#ElisaRojas
Wooclap#Interactive web-based student-response system#Feedback/Evaluation#feedback#evaluation###Freemium#https://www.wooclap.com/#UAH (Elisa)#Allow the generation of sets of questions to be posed to students interactively#Web#JaviMaciasG
Mentimeter#Web based interactive presentations creator#Evaluation#evaluation####Freemium#https://www.mentimeter.com/#HTW (Xenia); TUL (Gertruda, Monika)##Web#ElisaRojas
Quizlet#Website providing learning tools for students#Evaluation#evaluation####Freemium#https://quizlet.com/#...##Web#JaviMaciasG
Xournal++#Powerfull and multiplatform whiteboard/blackboard & note taking app #Whiteboard/note taking)#whiteboard####Completely free GPL v2#https://github.com/xournalpp/xournalpp#UAH (Javi)#Hand note-taking software that is perfectly suited as a virtual blackboard, supporting drawing on top of pdf files. Simple and comfortable interface#GNU/Linux, MacOS, Windows#JaviMaciasG
Quizizz##Evaluation#evaluation####Freemium#https://quizizz.com/#UAH (Rosa)##Web#ElisaRojas
Pear Deck##Evaluation#evaluation####Trial#https://www.peardeck.com/#UAH (Rosa)###JaviMaciasG
pigeonhole##Evaluation#evaluation####Free#https://pigeonholelive.com/#HTW (Xenia)###ElisaRojas
answergarden##Evaluation#evaluation####Free#https://answergarden.ch/#HTW (Xenia)###JaviMaciasG
sli.do##Evaluation#evaluation####Freemium#https://www.sli.do/#HTW (Xenia); UAH (Elisa)###ElisaRojas
actionbound##Evaluation#evaluation####Freemium#https://en.actionbound.com/?setlang#...###JaviMaciasG
H5P in Moodle##Evaluation#evaluation####Company account#https://docs.moodle.org/311/en/H5P#HTW (Xenia);TUL (Gertruda)###ElisaRojas
tweedback##Evaluation#evaluation####Free#https://tweedback.de/?l=en#...###JaviMaciasG
feedbackr##Evaluation#evaluation####Free#https://www.feedbackr.io/#...###ElisaRojas
quizacademy##Evaluation#evaluation####Freemium#https://quizacademy.de/#...#Only in German##JaviMaciasG
educaplay##Evaluation#evaluation####Free#https://www.educaplay.com/#...###ElisaRojas
mobbyt##Evaluation#evaluation####Free#https://mobbyt.com/#UAH (Elisa)###JaviMaciasG
pingo##Evaluation#evaluation####Free#https://trypingo.com/#HTW (Xenia)###ElisaRojas
Voxvote##Evaluation#evaluation####Free for education#https://www.voxvote.com/ #UA (Margarida)###JaviMaciasG
LearningApps##Evaluation#evaluation####Free#https://learningapps.org/#TUL (Gertruda)###ElisaRojas
Microsoft Forms/Outlook Forms##Feedback#feedback####Company account (Microsoft/Outlook)#https://forms.office.com/#UAH (Elisa); UA (Romeu); UA (Paulo); HTW (Xenia); UA(Margarida); UAH (Javi)#Easy form generation, sharing and results collection#Web#JaviMaciasG
Google Forms##Feedback#feedback####Company account (Google)#https://forms.google.com#UAH (Elisa); UA (Romeu); UA (Paulo); UAH (Javi)#UA: We have something similar https://forms.ua.pt/?lang=en, software LimeSurvey#Web#ElisaRojas
Poll Everywhere##Feedback (live online polling, surveys, Q&As, quizzes, word clouds)#evaluation#feedback###Free/Paid#https://www.polleverywhere.com/#TUL (Gertruda)###JaviMaciasG
Trello##Organization/Planning#organization####Freemium#https://trello.com/#TUL (Gertruda); UAH (Javi)#"Organizes ""anything"" in boards, lists and cards. Very easy user interface"#Web#ElisaRojas
OneNote##Organization/Planning#organization#diagrams###Company account (Microsoft/Outlook)#https://onenote.office.com#UAH (Elisa); UA (Romeu); UA (Paulo); UA(Margarida)###JaviMaciasG
Google Calendar##Organization/Planning#organization####Company account (Google)#https://calendar.google.com#UAH (Elisa); UAH (Javi)##Web#ElisaRojas
Evernote##Organization/Planning (organizing of the notes)#organization####Free#https://play.google.com/store/apps/details?id=com.evernote&hl=pl&gl=US#TUL (Gertruda & Monika)###JaviMaciasG
Linoit##Organization/Planning (organizing stickers, taking notes)#organization####Free/Paid#http://en.linoit.com/#TUL (Gertruda & Monika)###ElisaRojas
dotstorming##Organization/Planning (collaborative brainstorming)#organization####Paid#https://dotstorming.com/#TUL (Gertruda)###JaviMaciasG
Scrumblr##Organization/Planning (collaborative brainstorming)#organization####free#http://www.scrumblr.ca/#TUL (Gertruda)###ElisaRojas
Slack##Student/professor interaction/discussions#communication####Freemium#https://slack.com/#UAH (Elisa); UAH (Javi)##Web#JaviMaciasG
Microsoft Teams##Student/professor interaction/discussions, Meetups & Tutoring#communication####Company account (Microsoft/Outlook)#https://teams.microsoft.com#UAH (Elisa); UA (Romeu); UA (Paulo); HTW (Xenia); UA(Margarida); TUL (Gertruda); UAH (Javi)###ElisaRojas
Google Meet/Hangouts##Meetups & Tutoring#communication####Company account (Google)#https://meet.google.com#UAH (Elisa); UA (Romeu); TUL (Gertruda)###JaviMaciasG
Skype##Meetups & Tutoring#communication####Company account (Microsoft/Outlook)#https://www.skype.com#UAH (Elisa); UA (Romeu); TUL (Gertruda)###ElisaRojas
WebEx, GoToMeeting,…##Meetups & Tutoring#communication####Only paid##UAH (Elisa); UA (Romeu)###JaviMaciasG
wonderme##Meetups & Tutoring#communication####Free#https://www.wonder.me/#HTW (Xenia)###ElisaRojas
gathertown##Meetups & Tutoring#communication####Freemium#https://gather.town/#HTW (Xenia)###JaviMaciasG
