Name#Short description#Type (try to be aligned with previous name in the list when possible)#Type1#Type2#Type3#Type4#Subscription mode (completely free, freemium, company account, only paid subscriptions)#URL/Site#Tested by you or your University? (Add acronym if yes, leave empty if no)#Other comments#Platform (GNU/Linux, MacOS, Windows, Web based, iOS, Android)#Asignee
Socrative#Interactive web-based student-response system#Feedback/Evaluation#feedback#evaluation###Freemium#https://www.socrative.com/#UAH (Elisa); UAH (Javi); UAH (Rosa)#Allow the generation of sets of questions to be posed to students interactively#Web#JaviMaciasG
Kahoot#Interactive web-based student-response system#Evaluation#feedback#evaluation###Freemium#https://kahoot.com/#UAH (Elisa, Soraya); UA (Romeu); UA (Paulo); HTW (Xenia, Frank); TUL (Gertruda, Monika); UAH (Rosa)#Allow the generation of sets of questions to be posed to students interactively. Note it has a limitation in the question length.#Web#ElisaRojas
Wooclap#Interactive web-based student-response system#Feedback/Evaluation#feedback#evaluation###Freemium#https://www.wooclap.com/#UAH (Elisa)#Allow the generation of sets of questions to be posed to students interactively#Web#JaviMaciasG
Mentimeter#Web based interactive presentations creator#Evaluation#evaluation####Freemium#https://www.mentimeter.com/#HTW (Xenia); TUL (Gertruda, Monika)##Web#ElisaRojas
Quizlet#Website providing learning tools for students#Evaluation#evaluation####Freemium#https://quizlet.com/#...##Web#JaviMaciasG
Xournal++#Powerfull and multiplatform whiteboard/blackboard & note taking app #Whiteboard/note taking)#whiteboard####Completely free GPL v2#https://github.com/xournalpp/xournalpp#UAH (Javi)#Hand note-taking software that is perfectly suited as a virtual blackboard, supporting drawing on top of pdf files. Simple and comfortable interface#GNU/Linux, MacOS, Windows#JaviMaciasG
